bin,n_a,mean_mm_a,std_mm_a,median_q_a,sqrt_n_bound_a,n_b,mean_mm_b,std_mm_b,median_q_b,sqrt_n_bound_b,delta_mean_mm,delta_median_q
160.0,707,4484.8472418670435,1.3326112949820945,15.0,0.0501180059159652,679,4484.90942562592,1.398510942198454,15.0,0.05366992415803584,-0.06218375887692673,0.0
161.0,704,4488.929332386364,1.514179911845497,15.0,0.057067802644146924,728,4488.959821428572,1.6860795368714774,15.0,0.06249026522711243,-0.03048904220759141,0.0
162.0,695,4493.8525179856115,1.882588617891682,15.0,0.07141065660368062,684,4493.964181286549,1.890340104935722,15.0,0.0722789604064639,-0.11166330093783472,0.0
163.0,705,4500.970567375886,2.6651626605469336,16.0,0.10037583280647674,713,4501.061009817672,2.657198478495236,16.0,0.09951286506944793,-0.09044244178585359,0.0
164.0,699,4510.232832618026,2.9865790991529058,15.0,0.1129627960802978,708,4510.435381355932,3.035878384090901,16.0,0.11409529644507863,-0.2025487379059996,-1.0
165.0,711,4520.575246132208,3.3460559780654866,15.0,0.12548690322475575,688,4520.677325581395,3.26174761362789,15.0,0.12435296196600956,-0.10207944918693101,0.0
166.0,701,4531.861269614836,2.969955740421081,15.0,0.11217368016694937,707,4531.638613861386,3.063172419464157,15.0,0.11520245552352819,0.22265575344954414,0.0
167.0,700,4542.5,4.441299704086256,15.0,0.16786535021309987,702,4542.461894586894,4.465519057934356,15.0,0.16854015582780274,0.03810541310576809,0.0
168.0,693,4560.636724386724,5.569157020554641,15.0,0.21155478148554888,704,4560.753196022727,5.626636674673048,15.0,0.21206184865390343,-0.11647163600264321,0.0
169.0,703,4577.888335704125,5.342704687704672,15.0,0.20150392369885356,697,4578.055236728838,5.383163192474197,15.0,0.20390184559073274,-0.16690102471329737,0.0
170.0,700,4596.398571428572,5.628527960111296,16.0,0.21273836042611668,696,4596.452586206897,5.634162924788488,16.0,0.21356239452434725,-0.05401477832492674,0.0
171.0,701,4613.91155492154,4.029093553701931,16.0,0.1521767632778255,720,4614.078125,4.142736319444863,16.0,0.15439066705226662,-0.1665700784596993,0.0
