bin,n_a,mean_mm_a,std_mm_a,median_q_a,sqrt_n_bound_a,n_b,mean_mm_b,std_mm_b,median_q_b,sqrt_n_bound_b,delta_mean_mm,delta_median_q
0.0,696,6332.752514367816,32.450123501330616,11.0,1.2300187570126266,699,6333.660228898426,32.09391281498113,11.0,1.2139032680453232,-0.9077145306100647,0.0
1.0,716,6441.64874301676,36.896783055117325,7.0,1.3788975232524836,720,6443.639236111111,37.687055105212046,7.0,1.4045136181172437,-1.9904930943512227,0.0
2.0,706,6013.224150141643,1834.1390292654507,11.0,69.02873297011955,676,6017.418639053254,1827.5879595390413,11.0,70.29184459765544,-4.194488911611188,0.0
3.0,705,145.2287234042553,953.9112940960757,0.0,35.92637777266031,716,97.88826815642459,784.3150206768797,0.0,29.311228511318003,47.34045524783072,0.0
4.0,706,4468.635269121813,3280.4894639079475,9.0,123.46284965435903,708,4581.1677259887,3241.76822444674,9.0,121.83311048055876,-112.53245686688751,0.0
5.0,699,2099.9195278969955,3185.241234130843,0.0,120.47688812251242,706,2186.279745042493,3220.188164103854,0.0,121.19338029815928,-86.36021714549724,0.0
6.0,716,6133.589734636871,867.3145880510849,1.0,32.41306797825349,715,6108.260839160839,954.3936880394805,1.0,35.69230023662331,25.328895476031903,0.0
7.0,705,5710.856737588652,1897.5744457153585,1.0,71.46678817040008,697,5484.689383070301,2167.14323827384,1.0,82.08640350366474,226.1673545183512,0.0
8.0,713,2982.3769284712484,3689.8978910630954,0.0,138.18776200765487,712,3240.2489466292136,3735.2298346934595,0.0,139.98365633927605,-257.87201815796516,0.0
9.0,694,7576.962536023055,6.6783745610142375,7.0,0.25350763159224093,683,7577.246705710102,6.877534732720422,7.0,0.2631615529060607,-0.28416968704732426,0.0
10.0,621,7523.499194847021,22.98985574318856,10.0,0.9225511319875085,617,7524.880470016207,22.779286564105476,10.0,0.9170595462106083,-1.3812751691866652,0.0
11.0,629,7455.440381558029,16.87611233929697,10.0,0.6728946648841297,646,7456.187693498452,17.55416003008197,10.0,0.6906591888269012,-0.7473119404230602,0.0
12.0,642,7463.839953271028,22.974940316029347,10.0,0.9067485668225519,643,7464.1761275272165,23.085831012713758,10.0,0.9104163024547566,-0.33617425618831476,0.0
13.0,692,7616.742052023122,59.007826583416886,10.0,2.2431409898048065,700,7620.496428571429,59.96493510512849,10.0,2.2664615096042398,-3.7543765483069365,0.0
14.0,732,7834.234631147541,299.6858618387716,7.0,11.076708183778662,730,7827.192465753425,417.3653867138885,7.0,15.447386001629331,7.042165394116637,0.0
15.0,718,8032.063022284123,801.347156100025,6.0,29.90601025361179,705,8023.714184397163,863.4678139384283,6.0,32.52007924644694,8.3488378869597,0.0
16.0,696,7096.585488505747,2874.938114951955,8.0,108.97424801777487,697,7110.61406025825,2861.0974331213383,8.0,108.37179297182253,-14.028571752503012,0.0
17.0,705,1480.0563829787234,1710.951844718313,0.0,64.43817439275355,695,1453.7830935251798,1723.863666670411,0.0,65.38987602614168,26.27328945354361,0.0
18.0,689,3417.983671988389,8.802572860694362,12.0,0.3353513180002697,698,3418.045128939828,8.677007781695725,12.0,0.3284295880882489,-0.06145695143914054,0.0
