bin,n,mean_mm,std_mm,median_q,sqrt_n_bound
224.0,136,591.90625,0.836071889076377,33.0,0.07169257302701161
225.0,147,591.7448979591836,0.7859366346124429,32.0,0.06482296107992606
226.0,137,595.9470802919708,1.9436999135154398,30.0,0.1660614905415322
227.0,152,600.3388157894736,1.2082113835331119,30.0,0.0979988838315531
228.0,132,605.1875,2.128140920762965,24.0,0.18523089151490874
229.0,144,281.4201388888889,307.0123993145028,0.0,25.5843666095419
230.0,135,504.76666666666665,270.84532231405257,14.0,23.31065383823346
231.0,137,6.145985401459854,71.93691477975126,0.0,6.1459854014598525
232.0,150,316.77166666666665,411.78704702129596,0.0,33.62227159632129
233.0,132,723.717803030303,240.1269491802563,24.0,20.900368222546
234.0,141,809.9468085106383,2.4066144919928334,23.0,0.20267350176982893
235.0,140,415.1017857142857,410.6905626091408,13.0,34.70968763659636
236.0,139,44.242805755395686,192.82365259114985,0.0,16.355088750826997
237.0,146,3810.594178082192,3285.04895244327,8.0,271.87258573890904
238.0,128,2376.40234375,3185.307375746741,0.0,281.5440556942558
239.0,143,0.0,0.0,0.0,0.0
240.0,138,0.0,0.0,0.0,0.0
241.0,143,0.0,0.0,0.0,0.0
242.0,145,0.0,0.0,0.0,0.0
243.0,132,331.6363636363636,239.42247698239572,10.0,20.839051788101234
244.0,141,182.354609929078,243.11073343383998,0.0,20.473617119319876
245.0,131,0.0,0.0,0.0,0.0
246.0,144,0.0,0.0,0.0,0.0
247.0,144,0.0,0.0,0.0,0.0
248.0,131,0.0,0.0,0.0,0.0
249.0,152,0.0,0.0,0.0,0.0
250.0,128,0.0,0.0,0.0,0.0
251.0,151,170.23509933774835,1474.2468965067635,0.0,119.9725109756404
252.0,131,686.5648854961833,2900.736646756201,0.0,253.4385375576229
253.0,139,275.77338129496405,1863.498628518199,0.0,158.0598907182945
254.0,144,681.8420138888889,2821.1206270621915,0.0,235.09338558851596
255.0,132,0.0,0.0,0.0,0.0
256.0,145,616.6948275862069,2566.500266262705,0.0,213.1362461565377
257.0,133,280.5676691729323,1853.9479218417507,0.0,160.7576726007506
258.0,146,3694.445205479452,5215.916917647793,0.0,431.67235555060256
259.0,140,11032.317857142858,9.13989214753926,4.0,0.7724618736252564
260.0,127,2641.1141732283463,5102.956887121557,0.0,452.8142011057103
261.0,147,12106.008503401361,2031.7866615436058,2.0,167.5789394254417
262.0,137,3659.3631386861316,5720.042540685565,0.0,488.6962147100349
263.0,151,7355.44701986755,6503.011600572028,1.0,529.2075787800482
264.0,139,10711.01618705036,6953.084592845213,9.0,589.7529378779677
265.0,142,15177.177816901409,5.706207036760777,9.0,0.4788542571831034
266.0,146,15161.277397260274,4.585314196701906,9.0,0.37948330302825334
267.0,123,15149.74593495935,2.6967618218156453,9.0,0.24315882466615918
268.0,154,4845.019480519481,6625.413408764493,0.0,533.8910270944102
269.0,129,13524.591085271319,3.7389078118464485,15.0,0.32919247716081607
270.0,146,8435.787671232876,6580.80069978534,4.0,544.6309410860931
271.0,140,10281.744642857142,7101.791524118363,7.0,600.2109322803551
272.0,139,15166.30035971223,5.9135667417217626,9.0,0.5015821845252055
273.0,143,15185.16958041958,5.970482071050966,9.0,0.49927679278069576
274.0,133,15205.823308270677,7.121894721699857,9.0,0.6175465915087154
275.0,149,15234.73489932886,10.381987560157114,9.0,0.85052556077123
276.0,132,15262.751893939394,6.224604605313031,6.0,0.541782289471967
277.0,142,3712.771126760563,5908.007975228716,0.0,495.78901574801057
278.0,143,11809.243006993007,34.651127759119674,4.0,2.8976728726298733
279.0,135,11813.637037037037,11.870088085407529,4.0,1.0216145216177432
280.0,139,11926.384892086331,59.42993275932705,2.0,5.040781105808626
281.0,132,11170.439393939394,3210.394059800078,1.0,279.42893631204703
282.0,138,12027.33152173913,30.656639220964202,3.0,2.609666434796057
283.0,147,12006.80612244898,17.06895252618235,3.0,1.4078234765394748
284.0,133,6255.874060150376,6047.767571359026,0.0,524.4079554490086
285.0,147,0.0,0.0,0.0,0.0
286.0,136,1078.7996323529412,3480.6769609250837,0.0,298.46558706838965
287.0,142,11879.260563380281,2279.1759362693315,1.0,191.26419579956257
288.0,135,12375.679629629629,1073.3622271895558,1.0,92.38031178562781
289.0,142,12194.125,2083.586806938428,1.0,174.8507206775651
290.0,138,11532.001811594202,3571.9250734554757,1.0,304.0624546159897
291.0,132,12680.99053030303,1115.4820965119281,2.0,97.09025431067198
292.0,152,4700.692434210527,6263.537506982996,0.0,508.0399778443076
293.0,133,13047.689849624061,1140.9456227043243,3.0,98.93253241318247
294.0,144,6628.671875,6651.876087263266,0.5,554.3230072719388
295.0,134,7502.085820895522,6678.916238321846,1.0,576.9704855388874
296.0,140,13500.575,39.02052471355119,1.0,3.297836248339702
297.0,139,13624.237410071943,38.057430902083496,2.0,3.2279891583207654
298.0,139,13754.521582733812,39.3298997750744,2.0,3.3359185594640888
299.0,152,8298.220394736842,6816.548044282511,1.0,552.8950554748145
300.0,142,1286.1514084507041,4065.842233563047,0.0,341.19790081814824
301.0,141,4383.420212765957,6531.583873032906,0.0,550.0585906281756
302.0,138,0.0,0.0,0.0,0.0
303.0,135,1534.4833333333333,2291.895124225313,0.0,197.25492549730257
304.0,143,137.8234265734266,815.3131671889627,0.0,68.17991217153454
305.0,140,317.4357142857143,2152.849482689905,0.0,181.9489900085459
306.0,140,0.0,0.0,0.0,0.0
307.0,139,7742.3165467625895,3185.531565625082,6.0,270.19326091093006
308.0,139,3582.7302158273383,4443.655045466753,0.0,376.9059016881448
309.0,141,0.0,0.0,0.0,0.0
310.0,134,0.0,0.0,0.0,0.0
311.0,147,629.3265306122449,2472.752018683008,0.0,203.9491490894036
312.0,140,173.10714285714286,1463.508697569742,0.0,123.68906025832572
313.0,137,13754.576642335767,2066.5048928139354,5.0,176.553427988474
314.0,135,6593.011111111111,6970.099889730661,0.0,599.8906843184222
315.0,145,0.0,0.0,0.0,0.0
316.0,138,64.56884057971014,758.5121317325832,0.0,64.56884057971017
317.0,145,60.4448275862069,727.8521081781039,0.0,60.44482758620689
318.0,132,5996.674242424242,4040.512250224838,0.5,351.68145068971097
319.0,134,2716.5951492537315,4695.795502681373,0.0,405.65494677533894
320.0,148,12506.320945945947,1036.24883046492,6.0,85.17912916239688
321.0,134,12411.837686567163,46.0972457858804,7.0,3.982195514068549
322.0,141,7852.099290780142,5931.938042952579,3.0,499.55930185200816
323.0,139,3177.660071942446,5394.394624855132,0.0,457.5465803127263
324.0,143,0.0,0.0,0.0,0.0
325.0,137,540.3795620437957,2534.2528715228614,0.0,216.51583473762471
326.0,142,0.0,0.0,0.0,0.0
327.0,144,0.0,0.0,0.0,0.0
328.0,135,0.0,0.0,0.0,0.0
329.0,142,0.0,0.0,0.0,0.0
330.0,139,0.0,0.0,0.0,0.0
331.0,139,0.0,0.0,0.0,0.0
332.0,144,0.0,0.0,0.0,0.0
333.0,135,0.0,0.0,0.0,0.0
334.0,141,0.0,0.0,0.0,0.0
335.0,132,8879.458333333334,7533.104615119492,1.0,655.6725967345253
336.0,141,15240.478723404256,11.955068013850733,1.0,1.0067983494345287
337.0,139,15263.568345323742,13.318077971891993,1.0,1.129624630037347
338.0,137,15287.268248175182,12.698737599243108,1.0,1.0849263711249106
339.0,142,13152.37323943662,5344.102987159202,1.0,448.4671603641653
340.0,138,10551.233695652174,7124.51481938839,1.0,606.4789768491853
341.0,144,9695.545138888889,7425.110851204077,1.0,618.7592376003398
342.0,140,4935.0125,7196.1546841769305,0.0,608.1860749016677
343.0,137,2129.587591240876,5326.606663737785,0.0,455.08271928095047
344.0,145,635.4862068965517,3069.3094282147367,0.0,254.89227428570106
345.0,137,112.10218978102189,1312.1224907214012,0.0,112.10218978102186
346.0,145,0.0,0.0,0.0,0.0
347.0,137,0.0,0.0,0.0,0.0
348.0,138,0.0,0.0,0.0,0.0
349.0,137,0.0,0.0,0.0,0.0
350.0,142,0.0,0.0,0.0,0.0
351.0,141,0.0,0.0,0.0,0.0
352.0,139,0.0,0.0,0.0,0.0
353.0,144,0.0,0.0,0.0,0.0
354.0,135,0.0,0.0,0.0,0.0
355.0,145,0.0,0.0,0.0,0.0
356.0,137,112.0985401459854,1312.0797728385153,0.0,112.09854014598537
357.0,139,1325.839928057554,4328.827024660006,0.0,367.1663160816104
358.0,143,3651.5944055944055,6561.1535110797695,0.0,548.6712200070427
359.0,134,8248.839552238805,7683.323819776939,1.0,663.7380851422466
