bin,n_a,mean_mm_a,std_mm_a,median_q_a,sqrt_n_bound_a,n_b,mean_mm_b,std_mm_b,median_q_b,sqrt_n_bound_b,delta_mean_mm,delta_median_q
124.0,702,5452.728276353277,2.3462664104970097,21.0,0.08855411908635469,708,5453.7425847457625,2.2765092666582056,22.0,0.08555645739976366,-1.014308392485873,-1.0
125.0,704,5446.591264204545,1.7104393614464553,22.0,0.06446460896105652,701,5447.741440798859,1.6972977029862022,22.0,0.06410604949145748,-1.1501765943139617,0.0
126.0,714,5441.098389355742,1.863279411457112,23.0,0.0697314794258168,709,5442.0112834978845,1.8739534676438105,23.0,0.0703777997325607,-0.9128941421422496,0.0
127.0,692,5436.152456647399,1.2088618893748484,24.0,0.04595403376255967,710,5437.095422535212,1.2403208461789292,24.0,0.046548411895059684,-0.9429658878125338,0.0
128.0,727,5433.469050894085,0.9238787002505704,24.0,0.03426476434102815,707,5434.531824611033,0.8601040406230019,24.0,0.0323475416714582,-1.0627737169479587,0.0
129.0,688,5432.713299418605,0.686621806790278,23.0,0.026177210973676826,709,5433.684767277856,0.6675969708871724,23.0,0.02507213051465801,-0.971467859250879,0.0
130.0,732,5433.438524590164,0.8438103327425297,22.0,0.031188127330726692,702,5434.497507122507,0.7935484666947272,22.0,0.029950556810636575,-1.0589825323431796,0.0
131.0,703,5434.818278805121,1.0606417837243642,21.0,0.04000286251105335,715,5435.811188811189,1.022084902703215,21.0,0.03822380813261831,-0.9929100060680867,0.0
132.0,696,5438.193965517241,1.372357974553641,20.0,0.052019094779951085,709,5439.085684062059,1.3837266440542761,20.0,0.0519669449222259,-0.8917185448181044,0.0
133.0,709,5442.676304654443,1.8491721762896558,19.0,0.06944711880042966,703,5443.613086770982,1.8313935354353177,19.0,0.06907231539040493,-0.9367821165387795,0.0
134.0,710,5449.188028169014,2.3349685033761736,18.0,0.08762980642628468,710,5450.131690140845,2.3493200324164003,18.0,0.08816840971360862,-0.9436619718317161,0.0
135.0,725,5457.710344827587,3.1381733201031583,18.0,0.11654883118695153,712,5458.551966292135,3.02223412095158,18.0,0.11326301226088802,-0.8416214645485525,0.0
136.0,654,5468.323012232416,3.4422774980396107,18.0,0.13460370178571882,674,5469.225890207716,3.5520269658233627,18.0,0.13681896660569734,-0.9028779752998162,0.0
137.0,696,5481.089798850575,4.362386247506147,17.0,0.16535582397849619,681,5482.053964757709,4.269583650860723,17.0,0.1636108009949175,-0.9641659071339745,0.0
138.0,679,5495.666789396171,4.5044100974253904,17.0,0.17286339420804195,688,5496.694040697675,4.5332502079769155,17.0,0.1728285439191156,-1.0272513015033837,0.0
139.0,698,5511.584885386819,5.062278287945821,16.0,0.1916100589889311,709,5512.7232016925245,5.129483822248398,16.0,0.19264180856502713,-1.1383163057053025,0.0
140.0,727,5530.046767537827,5.7256984252497025,16.0,0.21235440017803994,708,5531.057203389831,5.664420116072072,16.0,0.2128819440592448,-1.0104358520038659,0.0
141.0,719,5551.195410292073,6.675011069437246,15.0,0.24893590725501188,714,5551.815826330532,6.621070764458995,15.0,0.24778734576780173,-0.6204160384595525,0.0
142.0,696,5574.068965517241,6.7507595794494515,15.0,0.25588688149260846,701,5574.687945791726,6.8507221352350545,15.0,0.25874820397207116,-0.6189802744847839,0.0
143.0,703,5597.775960170697,7.2573240073527545,15.0,0.2737151589907047,708,5598.69668079096,7.352887673741319,15.0,0.2763384407159311,-0.9207206202636371,0.0
144.0,700,5623.477857142857,7.842390294441492,15.0,0.2964144914771257,698,5624.4269340974215,7.757397879679663,15.0,0.29362183996589036,-0.949076954564589,0.0
145.0,724,5651.24067679558,8.55837893677361,15.0,0.3180696482534435,709,5651.865655853315,8.394589091610579,15.0,0.3152654108692106,-0.6249790577348904,0.0
146.0,686,5680.746720116618,8.704731083799041,15.0,0.3323481771385451,719,5681.816759388039,9.173746189509828,15.0,0.34212300277209406,-1.0700392714206828,0.0
147.0,711,5712.3073136427565,9.72254002118074,14.0,0.36462373813664994,696,5713.561781609195,9.487219224823622,14.0,0.35961211666714743,-1.254467966438824,0.0
148.0,704,5745.854758522727,10.241819172883991,14.0,0.3860030837173214,700,5746.916785714286,10.17931788203069,14.0,0.38474205188751326,-1.0620271915586272,0.0
149.0,699,5782.601573676681,11.266442188332094,14.0,0.42613598006896913,706,5783.589589235127,11.428890291984077,14.0,0.4301319602942606,-0.9880155584460226,0.0
150.0,719,5822.109179415856,11.93532679271182,13.0,0.44511258073153387,697,5822.6631994261115,11.641873711449056,14.0,0.44096741098566916,-0.5540200102559538,-1.0
